Product Name,Price,Ratings,Model Number,Processor,RAM,Operating System,Storage,Warranty,Brand,text
MSI GF63,"₹82,999",3.9,,Intel Core i7 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,2 Year Carry-in Warranty,MSI,"MSI GF63 for ₹₹82,999 - Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty"
Lenovo IdeaPad Slim 3,"₹34,990",4.3,,Intel Core i3 Processor,(12th Gen)8 GB DDR4RAM,Windows 11 Operating System,256 GB SSD,,Lenovo,"Lenovo IdeaPad Slim 3 for ₹₹34,990 - Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Yr. Onsite + 1 Yr. Accidental Damage Protection"
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis,"₹1,14,990",4.3,,Intel Core Ultra 5 Processor,16 GB LPDDR5XRAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,SAMSUNG,"SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis for ₹₹1,14,990 - Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty"
MSI Thin 15,"₹50,990",4.2,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,2 Year Onsite Warranty,MSI,"MSI Thin 15 for ₹₹50,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty"
MSI Modern 14,"₹42,990",4.3,,Intel Core i5 Processor,(13th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Carry-in Warranty,MSI,"MSI Modern 14 for ₹₹42,990 - Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty"
HP 250R G9,"₹32,400",4.2,42V68PA,Intel Core i3 Processor,(13th Gen)8 GB DDR4RAM,64 bit Windows 11 Home Operating System,512 GB SSD,"HP Support Assistant, Native Miracast Support, HP AudioSwitch, HP Documentation, HP Setup Integrated, OOBE, HP SSRM, HP Jumpstart, McAfee LiveSafe (30 Day Trial), Xerox DocuShare (30 Day Trial)1 Year Onsite Warranty",HP,"HP 250R G9 for ₹₹32,400 - Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayHP Support Assistant, Native Miracast Support, HP AudioSwitch, HP Documentation, HP Setup Integrated, OOBE, HP SSRM, HP Jumpstart, McAfee LiveSafe (30 Day Trial), Xerox DocuShare (30 Day Trial)1 Year Onsite Warranty"
ASUS Chromebook Touch,"₹17,566",3.7,,Intel Celeron Dual Core Processor,4 GB LPDDR4RAM,Chrome Operating System,,1 Year Onsite Warranty,ASUS,"ASUS Chromebook Touch for ₹₹17,566 - Intel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System39.62 cm (15.6 inch) Touchscreen Display1 Year Onsite Warranty"
DELL,"₹33,790",3.9,,Intel Core i3 Processor,(12th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,DELL,"DELL for ₹₹33,790 - Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS,"₹54,990",3.6,,AMD Ryzen 7 Octa Core Processor,8 GB DDR5RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Carry-in Warranty,ASUS,"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS for ₹₹54,990 - AMD Ryzen 7 Octa Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty"
HP,"₹48,990",4.2,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,,HP,"HP for ₹₹48,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty"
Lenovo IdeaPad Slim 5 WUXGA IPS AI PC,"₹67,990",3.9,,Intel Core Ultra 5 Processor,16 GB LPDDR5XRAM,Windows 11 Operating System,512 GB SSD,1Yr Warranty,Lenovo,"Lenovo IdeaPad Slim 5 WUXGA IPS AI PC for ₹₹67,990 - Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection"
ASUS,"₹23,990",4.4,E510KA-EJ001WS,Intel Celeron Dual Core Processor,4 GB DDR4RAM,Windows 11 Operating System,256 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS for ₹₹23,990 - Intel Celeron Dual Core Processor4 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U,"₹29,990",4.2,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP 15 (2024) AMD Ryzen 3 Quad Core 7320U for ₹₹29,990 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
CHUWI,"₹16,490",3.6,,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor",(11th Gen)8 GB DDR4RAM,"/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 Operating System",256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹16,490 - Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
Lenovo ThinkBook 15,"₹67,999",4.1,,Intel Core i7 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,Lenovo,"Lenovo ThinkBook 15 for ₹₹67,999 - Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Lenovo,"₹49,890",4.2,83EQ005VIN,Intel Core i5 Processor,(12th Gen)16 GB LPDDR5RAM,Windows 11 Home Operating System,512 GB SSD,1-Year Warranty,Lenovo,"Lenovo for ₹₹49,890 - Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) Display1-Year Warranty Care"
ASUS Vivobook,"₹34,990",4.6,,Intel Core i3 Processor,(12th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,Microsoft Office Home & Student 20211 Year Onsite Warranty,ASUS,"ASUS Vivobook for ₹₹34,990 - Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty"
HP Victus AMD Ryzen 7 Octa Core 8845HS,"₹82,990",3.8,,AMD Ryzen 7 Octa Core Processor,16 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP Victus AMD Ryzen 7 Octa Core 8845HS for ₹₹82,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
DELL 15,"₹47,490",4.1,,Intel Core i5 Processor,(12th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,"My Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",DELL,"DELL 15 for ₹₹47,490 - Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty"
HP AMD Ryzen 5 Quad Core 7520U,"₹39,490",5.0,15-fc0156AU,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP AMD Ryzen 5 Quad Core 7520U for ₹₹39,490 - AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
HP Victus AMD Ryzen 7 Octa Core 8845HS,"₹87,990",4.3,,AMD Ryzen 7 Octa Core Processor,16 GB DDR5RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,HP,"HP Victus AMD Ryzen 7 Octa Core 8845HS for ₹₹87,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
"DELL Inspiron 15 3520 with Backlit Keyboard,","₹49,790",3.7,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,"Office Home & Student 2021, Microsoft Windows, 15 Months Macafee Antivirus1 Year Onsite Warranty",DELL,"DELL Inspiron 15 3520 with Backlit Keyboard, for ₹₹49,790 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home & Student 2021, Microsoft Windows, 15 Months Macafee Antivirus1 Year Onsite Warranty"
HP Pavilion,"₹69,990",3.7,16-af0056TU,Intel Core Ultra 5 Processor,16 GB LPDDR5RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,HP,"HP Pavilion for ₹₹69,990 - Intel Core Ultra 5 Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty"
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS,"₹52,990",4.3,,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS for ₹₹52,990 - AMD Ryzen 5 Hexa Core Processor8 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
HP Pavilion 15 AMD Ryzen 7 Octa Core 7730U,"₹66,490",4.3,,AMD Ryzen 7 Octa Core Processor,16 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP Pavilion 15 AMD Ryzen 7 Octa Core 7730U for ₹₹66,490 - AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Lenovo IdeaPad Slim 5,"₹57,990",4.1,,Intel Core i5 Processor,(12th Gen)16 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,1Yr Warranty,Lenovo,"Lenovo IdeaPad Slim 5 for ₹₹57,990 - Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection"
HP 255 G10 AMD Ryzen 5 Quad Core 7520U UPTO 4.3Ghz,"₹30,490",4.2,,AMD Ryzen 5 Quad Core Processor,8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,,HP,"HP 255 G10 AMD Ryzen 5 Quad Core 7520U UPTO 4.3Ghz for ₹₹30,490 - AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 YEAR BRAND WARRANTY"
"ASUS Zenbook 14 OLED (2025) with Office 2024 + M365 Basic*, AI PC","₹1,27,990",4.3,,Intel Core Ultra 7 Processor,32 GB LPDDR5XRAM,Windows 11 Home Operating System,1 TB SSD,,ASUS,"ASUS Zenbook 14 OLED (2025) with Office 2024 + M365 Basic*, AI PC for ₹₹1,27,990 - Intel Core Ultra 7 Processor32 GB LPDDR5X RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Touchscreen DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity),
McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite warranty"
CHUWI,"₹17,490",4.3,,Intel Celeron Quad Core Processor,(12th Gen)8 GB LPDDR5RAM,64 bit Windows 11 Home Operating System,256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹17,490 - Intel Celeron Quad Core Processor (12th Gen)8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
HP Victus,"₹69,990",4.3,,Intel Core i5 Processor,(13th Gen)16 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,Windows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,HP,"HP Victus for ₹₹69,990 - Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty"
Lenovo V 14 (2025) AMD Ryzen 3 Quad Core 7320U,"₹26,900",4.3,,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5RAM,64 bit Windows 11 Home Operating System,512 GB SSD,"Microsoft Office 2021, Windows 11 Home1 Year Onsite Warranty",Lenovo,"Lenovo V 14 (2025) AMD Ryzen 3 Quad Core 7320U for ₹₹26,900 - AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty"
DELL,"₹46,480",4.3,,Processor,: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 CoresRAM,"& Storage: 8GB DDR4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i5 Processor (12th Gen)8 GB DDR4 Operating System",512 GB SSD,,DELL,"DELL for ₹₹46,480 - Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 CoresRAM & Storage: 8GB DDR4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD38.0 cm (14.96 inch) Display1 Year Onsite Hardware Service"
HP Omen AMD Ryzen 7 Octa Core 7840HS,"₹95,990",4.6,,AMD Ryzen 7 Octa Core Processor,16 GB DDR5RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,HP,"HP Omen AMD Ryzen 7 Octa Core 7840HS for ₹₹95,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty"
HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS,"₹72,990",4.3,,AMD Ryzen 7 Octa Core Processor,16 GB DDR5RAM,64 bit Windows 11 Operating System,512 GB SSD,Microsoft Office 2021 t1 Year Onsite Warranty,HP,"HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS for ₹₹72,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) DisplayMicrosoft Office 2021 t1 Year Onsite Warranty"
HP Victus,"₹56,999",4.1,,Intel Core i5 Processor,(13th Gen)16 GB DDR4RAM,64 bit Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,HP,"HP Victus for ₹₹56,999 - Intel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Lenovo V 14 (2025),"₹33,990",4.2,,Intel Core i3 Processor,(12th Gen)16 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,,Lenovo,"Lenovo V 14 (2025) for ₹₹33,990 - Intel Core i3 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Accidentaly Damage Protection + Onsite"
Lenovo Thinkpad E14 G5,"₹69,990",4.9,,Intel Core i5 Processor,(13th Gen)16 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,MS OFFICE3 year Onsite Warranty,Lenovo,"Lenovo Thinkpad E14 G5 for ₹₹69,990 - Intel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMS OFFICE3 year Onsite Warranty"
"ASUS Vivobook 16X For Creator,","₹68,490",4.4,,Intel Core i5 Processor,(13th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS Vivobook 16X For Creator, for ₹₹68,490 - Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty"
HP Victus AMD Ryzen 7 Octa Core 8845HS,"₹87,990",4.2,,AMD Ryzen 7 Octa Core Processor,16 GB DDR5RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,HP,"HP Victus AMD Ryzen 7 Octa Core 8845HS for ₹₹87,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U,"₹29,990",4.2,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP 15 (2024) AMD Ryzen 3 Quad Core 7320U for ₹₹29,990 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
ASUS Vivobook 15,"₹39,890",3.8,,Intel Core i5 Processor,(11th Gen)8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS Vivobook 15 for ₹₹39,890 - Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
HP Victus,"₹79,990",4.1,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,HP,"HP Victus for ₹₹79,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
CHUWI,"₹16,490",4.1,,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor",(11th Gen)8 GB DDR4RAM,"/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 Operating System",256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹16,490 - Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
DELL 15,"₹47,490",4.4,,Intel Core i5 Processor,(12th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,"My Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",DELL,"DELL 15 for ₹₹47,490 - Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty"
Lenovo V15 G2 AMD Ryzen 3 Quad Core 5300U,"₹28,090",4.3,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,Office Home and Student 20211 Year Onsite Warranty,Lenovo,"Lenovo V15 G2 AMD Ryzen 3 Quad Core 5300U for ₹₹28,090 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty"
"ASUS Zenbook 14 OLED (2025) with Office 2024 + M365 Basic*, AI PC","₹1,55,990",4.2,,Intel Core Ultra 9 Processor,32 GB LPDDR5XRAM,Windows 11 Home Operating System,1 TB SSD,,ASUS,"ASUS Zenbook 14 OLED (2025) with Office 2024 + M365 Basic*, AI PC for ₹₹1,55,990 - Intel Core Ultra 9 Processor32 GB LPDDR5X RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Touchscreen DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), 
McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite warranty"
ASUS Vivobook 15,"₹49,500",4.3,,Intel Core i5 Processor,(12th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS Vivobook 15 for ₹₹49,500 - Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Lenovo,"₹57,990",2.8,,Intel Core i5 Processor,(13th Gen)16 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,,Lenovo,"Lenovo for ₹₹57,990 - Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) Display1 year Onsite Warrenty"
HP AMD Ryzen 5 Quad Core 7520U,"₹39,490",4.3,15-fc0156AU,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP AMD Ryzen 5 Quad Core 7520U for ₹₹39,490 - AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
HP Pavilion,"₹69,990",4.3,16-af0056TU,Intel Core Ultra 5 Processor,16 GB LPDDR5RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,HP,"HP Pavilion for ₹₹69,990 - Intel Core Ultra 5 Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty"
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS,"₹71,990",4.2,,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS for ₹₹71,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
DELL Inspiron 3530,"₹43,490",4.6,,Intel Core i3 Processor,(13th Gen)8 GB DDR4RAM,64 bit Windows 11 Operating System,1 TB SSD,,DELL,"DELL Inspiron 3530 for ₹₹43,490 - Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayWindows 11, Microsoft Office, Antivirus Macafee 15 Months1 Year Onsite Hardware Service"
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS,"₹52,990",4.0,,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS for ₹₹52,990 - AMD Ryzen 5 Hexa Core Processor8 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
CHUWI,"₹17,490",4.3,,Intel Celeron Quad Core Processor,(12th Gen)8 GB LPDDR5RAM,64 bit Windows 11 Home Operating System,256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹17,490 - Intel Celeron Quad Core Processor (12th Gen)8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
Lenovo IdeaPad Slim 3,"₹58,990",4.9,15IRU9,Intel Core 5 Processor,16 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,,Lenovo,"Lenovo IdeaPad Slim 3 for ₹₹58,990 - Intel Core 5 Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection"
MSI Modern 15,"₹36,990",3.7,,Intel Core i3 Processor,(13th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Warranty,MSI,"MSI Modern 15 for ₹₹36,990 - Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Warranty Term"
